Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Year,Item_Type_New,Outlet,Item
DRK59,8.895,0,0.126287542,7,235.5616,OUT010,1998,2,2,0,468.7232,15,Drinks,0,0
DRJ24,11.8,0,0.11350542,14,186.8924,OUT049,1999,1,0,1,2961.4784,14,Drinks,9,0
FDW51,6.155,1,0.094201477,10,213.356,OUT027,1985,1,2,3,6817.792,28,Food,5,1
FDN49,17.25,1,0.125224466,2,41.248,OUT046,1997,2,0,1,679.116,16,Food,8,1
FDE20,11.35,1,0.005561798,6,168.379,OUT017,2007,2,1,1,3225.801,6,Food,2,1
FDV38,19.25,0,0.101980245,4,54.3956,OUT045,2002,2,1,1,873.5296,11,Food,7,1
FDH60,19.7,1,0.081193712,0,198.411,OUT017,2007,2,1,1,2553.343,6,Food,2,1
NCD55,14,0,0.024369007,9,40.2454,OUT049,1999,1,0,1,922.7988,14,Non-Consumable,9,2
FDU13,8.355,0,0.188619537,3,146.4418,OUT017,2007,2,1,1,3089.9778,6,Food,2,1
FDZ07,15.1,1,0.094037291,6,62.3194,OUT049,1999,1,0,1,495.3552,14,Food,9,1
FDY13,12.1,0,0.030188505,3,77.367,OUT045,2002,2,1,1,612.536,11,Food,7,1
FDP56,8.185,0,0.046578409,6,48.6692,OUT045,2002,2,1,1,1182.4608,11,Food,7,1
DRA59,8.27,1,0.223985293,14,186.2924,OUT019,1985,2,0,0,555.2772,28,Drinks,4,0
FDY40,15.5,1,0.085763562,5,49.0692,OUT013,1987,0,2,1,295.6152,26,Food,1,1
FDW40,14,1,0.105145451,5,144.2812,OUT046,1997,2,0,1,4844.3608,16,Food,8,1
NCW17,18,0,0.019382568,8,129.3994,OUT035,2004,2,1,1,3340.9844,9,Non-Consumable,6,2
DRN37,9.6,0,0.109442065,14,166.5158,OUT049,1999,1,0,1,3509.4318,14,Drinks,9,0
FDZ19,6.425,0,0.093002339,6,177.7712,OUT027,1985,1,2,3,4921.5936,28,Food,5,1
FDW34,9.6,0,0.035549527,13,244.117,OUT013,1987,0,2,1,5346.374,26,Food,1,1
FDC28,7.905,0,0.054720642,5,107.8254,OUT027,1985,1,2,3,2387.5588,28,Food,5,1
FDB29,16.7,1,0.052708138,5,114.7176,OUT017,2007,2,1,1,2404.8696,6,Food,2,1
FDE26,9.3,0,0.089144149,3,144.9786,OUT049,1999,1,0,1,1011.3502,14,Food,9,1
FDG45,8.1,0,0.128011859,6,210.9902,OUT035,2004,2,1,1,6371.706,9,Food,6,1
NCC18,19.1,0,0.178272728,9,172.4422,OUT017,2007,2,1,1,1551.9798,6,Non-Consumable,2,2
NCU54,8.88,0,0.099024124,9,208.527,OUT018,2009,1,2,2,3145.905,4,Non-Consumable,3,2
FDF26,6.825,1,0.046898544,3,153.7998,OUT017,2007,2,1,1,922.7988,6,Food,2,1
FDX52,11.5,1,0.041994624,5,194.782,OUT035,2004,2,1,1,3475.476,9,Food,6,1
FDR04,7.075,0,0.022694623,5,98.8068,OUT017,2007,2,1,1,2527.3768,6,Food,2,1
NCP06,20.7,0,0.039467795,9,151.7366,OUT017,2007,2,1,1,604.5464,6,Non-Consumable,2,2
FDN25,7.895,1,0.061270647,2,56.7588,OUT049,1999,1,0,1,343.5528,14,Food,9,1
NCH42,6.86,0,0.036686158,9,229.601,OUT018,2009,1,2,2,2526.711,4,Non-Consumable,3,2
FDO46,9.6,1,0.014200671,13,187.1872,OUT013,1987,0,2,1,3214.4824,26,Food,1,1
NCG54,12.1,0,0.079806266,9,172.1106,OUT046,1997,2,0,1,3422.212,16,Non-Consumable,8,2
FDU07,11.1,0,0.059797172,6,151.8366,OUT013,1987,0,2,1,1057.9562,26,Food,1,1
DRJ11,9.5,0,0.096636355,7,190.9872,OUT045,2002,2,1,1,3025.3952,11,Drinks,7,0
FDH10,21,0,0.049381666,13,193.0478,OUT049,1999,1,0,1,1549.9824,14,Food,9,1
FDN56,5.46,1,0.107057186,6,144.9786,OUT046,1997,2,0,1,2022.7004,16,Food,8,1
FDY56,16.35,1,0.109274313,6,225.3062,OUT019,1985,2,0,0,677.1186,28,Food,4,1
NCQ53,17.6,0,0.018889593,8,236.259,OUT013,1987,0,2,1,4727.18,26,Non-Consumable,1,2
NCN54,20.35,0,0.021369722,9,75.8328,OUT045,2002,2,1,1,154.4656,11,Non-Consumable,7,2
NCC43,7.39,0,0.092927148,9,249.5066,OUT049,1999,1,0,1,4267.1122,14,Non-Consumable,9,2
FDB35,12.3,1,0.113139486,15,92.9804,OUT019,1985,2,0,0,183.7608,28,Food,4,1
FDX33,9.195,1,0.117387066,13,160.2578,OUT013,1987,0,2,1,4492.8184,26,Food,1,1
NCT06,17.1,0,0.038730229,9,166.2842,OUT035,2004,2,1,1,4807.7418,9,Non-Consumable,6,2
FDM50,13,1,0.030211742,3,59.322,OUT018,2009,1,2,2,539.298,4,Food,3,1
FDC37,15.5,0,0.032924463,0,107.2938,OUT049,1999,1,0,1,2143.876,14,Food,9,1
NCT54,8.695,0,0.120022543,9,94.8094,OUT018,2009,1,2,2,1428.141,4,Non-Consumable,3,2
FDG34,11.5,1,0.037388493,13,107.8254,OUT027,1985,1,2,3,1410.8302,28,Food,5,1
NCW54,7.5,0,0.096413261,9,55.3588,OUT046,1997,2,0,1,1030.6584,16,Non-Consumable,8,2
FDZ46,7.485,0,0.069405301,13,112.1228,OUT018,2009,1,2,2,1105.228,4,Food,3,1
NCK19,9.8,0,0.090649107,11,194.3478,OUT045,2002,2,1,1,4649.9472,11,Non-Consumable,7,2
NCQ05,11.395,0,0.021649904,8,150.8708,OUT045,2002,2,1,1,4363.6532,11,Non-Consumable,7,2
NCE54,20.7,0,0.02689477,9,76.7354,OUT035,2004,2,1,1,2482.7682,9,Non-Consumable,6,2
FDH17,16.2,1,0.016679232,5,96.3726,OUT049,1999,1,0,1,2740.4328,14,Food,9,1
FDB23,19.2,1,0.00978492,15,225.9062,OUT019,1985,2,0,0,451.4124,28,Food,4,1
DRL49,13.15,0,0.056429024,14,144.2812,OUT046,1997,2,0,1,1282.3308,16,Drinks,8,0
FDT03,21.25,0,0.009998763,10,182.3608,OUT046,1997,2,0,1,551.2824,16,Food,8,1
FDW59,13.15,0,0.020757926,1,84.3566,OUT045,2002,2,1,1,761.0094,11,Food,7,1
NCB18,19.6,0,0.041374909,9,89.2514,OUT045,2002,2,1,1,1416.8224,11,Non-Consumable,7,2
FDI22,12.6,0,0.096756649,13,208.7612,OUT017,2007,2,1,1,5226.53,6,Food,2,1
FDZ50,12.8,1,0.079523619,4,181.7608,OUT017,2007,2,1,1,4961.5416,6,Food,2,1
FDS14,7.285,0,0.04998065,4,155.1288,OUT017,2007,2,1,1,1414.1592,6,Food,2,1
NCN19,13.1,0,0.012167988,11,190.253,OUT017,2007,2,1,1,4174.566,6,Non-Consumable,2,2
FDG46,8.63,1,0.032976399,13,114.6518,OUT045,2002,2,1,1,2846.295,11,Food,7,1
FDS04,10.195,1,0.147492524,5,141.5838,OUT017,2007,2,1,1,1685.8056,6,Food,2,1
FDM58,16.85,1,0.090571216,13,110.0544,OUT049,1999,1,0,1,2572.6512,14,Food,9,1
FDB60,9.3,0,0.028566433,0,193.0136,OUT049,1999,1,0,1,4860.34,14,Food,9,1
FDH28,15.85,1,0.110479217,5,36.7506,OUT018,2009,1,2,2,531.3084,4,Food,3,1
NCU53,5.485,0,0.042838514,8,163.7842,OUT045,2002,2,1,1,1657.842,11,Non-Consumable,7,2
FDL44,18.25,0,0.012264903,6,162.8894,OUT013,1987,0,2,1,3397.5774,26,Food,1,1
FDI22,12.6,0,0.096132367,13,208.9612,OUT013,1987,0,2,1,4181.224,26,Food,1,1
DRM37,15.35,0,0.168780127,14,197.8768,OUT019,1985,2,0,0,197.0768,28,Drinks,4,0
FDX40,12.85,0,0.099193899,5,38.1164,OUT045,2002,2,1,1,656.4788,11,Food,7,1
DRG15,6.13,0,0.076721393,4,59.4536,OUT035,2004,2,1,1,2021.3688,9,Drinks,6,0
FDV19,14.85,1,0.06173052,6,159.1578,OUT019,1985,2,0,0,160.4578,28,Food,4,1
DRF01,5.655,0,0.174934513,14,145.0102,OUT013,1987,0,2,1,1895.5326,26,Drinks,1,0
NCV54,11.1,0,0.037239778,9,119.1124,OUT046,1997,2,0,1,1303.6364,16,Non-Consumable,8,2
FDO21,11.6,1,0.009802791,13,223.0404,OUT018,2009,1,2,2,1125.202,4,Food,3,1
FDA40,16,1,0.09942555,5,87.0856,OUT049,1999,1,0,1,527.3136,14,Food,9,1
FDE59,12.15,0,0.062384659,15,34.6532,OUT049,1999,1,0,1,719.064,14,Food,9,1
FDX47,6.55,1,0.034745307,1,158.8288,OUT018,2009,1,2,2,4399.6064,4,Food,3,1
FDW34,9.6,0,0.035579135,13,244.417,OUT046,1997,2,0,1,1944.136,16,Food,8,1
NCM30,19.1,0,0.067569539,9,43.0796,OUT018,2009,1,2,2,619.194,4,Non-Consumable,3,2
FDA02,14,1,0.029697925,4,143.0786,OUT013,1987,0,2,1,3178.5292,26,Food,1,1
FDV19,14.85,1,0.03525037,6,160.9578,OUT035,2004,2,1,1,2246.4092,9,Food,6,1
FDT48,4.92,0,0.045916788,0,198.8084,OUT013,1987,0,2,1,2976.126,26,Food,1,1
FDD09,13.5,0,0.021539999,6,182.4976,OUT045,2002,2,1,1,1629.8784,11,Food,7,1
FDZ25,15.7,1,0.027673055,3,169.279,OUT045,2002,2,1,1,3735.138,11,Food,7,1
NCE19,8.97,0,0.092997032,9,55.2956,OUT035,2004,2,1,1,873.5296,9,Non-Consumable,6,2
DRE25,15.35,0,0.073283193,14,91.812,OUT046,1997,2,0,1,1771.028,16,Drinks,8,0
FDC14,14.5,1,0.041049322,3,41.2454,OUT027,1985,1,2,3,1342.2528,28,Food,5,1
FDO15,16.75,1,0.008525061,10,72.5038,OUT027,1985,1,2,3,2512.7292,28,Food,5,1
FDC46,17.7,0,0.117201696,13,184.0266,OUT017,2007,2,1,1,2397.5458,6,Food,2,1
NCX42,6.36,0,0.005977465,9,163.3526,OUT035,2004,2,1,1,2631.2416,9,Non-Consumable,6,2
FDK52,18.25,0,0.092617631,5,225.3062,OUT027,1985,1,2,3,4288.4178,28,Food,5,1
FDD04,16,0,0.157528118,4,142.9154,OUT019,1985,2,0,0,141.8154,28,Food,4,1
FDF12,8.235,0,0.082427854,0,149.3076,OUT046,1997,2,0,1,2808.3444,16,Food,8,1
NCL41,12.35,0,0.041802518,8,34.8216,OUT049,1999,1,0,1,311.5944,14,Non-Consumable,9,2
NCW41,18,0,0.015450376,8,158.9604,OUT046,1997,2,0,1,1584.604,16,Non-Consumable,8,2
FDO60,20,0,0.057527544,0,43.1086,OUT010,1998,2,2,0,89.2172,15,Food,0,1
FDZ55,6.055,0,0.025512207,6,159.692,OUT018,2009,1,2,2,5592.72,4,Food,3,1
FDZ59,6.63,1,0.174110803,0,166.85,OUT010,1998,2,2,0,499.35,15,Food,0,1
FDO24,11.1,0,0.175362333,0,158.9604,OUT027,1985,1,2,3,4436.8912,28,Food,5,1
FDW14,8.3,1,0.038367194,4,87.1198,OUT018,2009,1,2,2,959.4178,4,Food,3,1
FDD40,20.25,1,0.014781046,4,193.8162,OUT013,1987,0,2,1,3463.4916,26,Food,1,1
FDJ38,8.6,1,0.040268044,3,191.453,OUT049,1999,1,0,1,1707.777,14,Food,9,1
NCO54,19.5,0,0.014355033,9,55.4614,OUT017,2007,2,1,1,552.614,6,Non-Consumable,2,2
FDJ10,5.095,1,0.129766301,13,141.6838,OUT045,2002,2,1,1,3231.1274,11,Food,7,1
FDK27,11,0,0.008997141,10,119.9756,OUT017,2007,2,1,1,1938.8096,6,Food,2,1
FDR09,18.25,0,0.07784544,13,260.5962,OUT049,1999,1,0,1,3884.943,14,Food,9,1
FDO60,20,0,0.038228009,0,43.4086,OUT018,2009,1,2,2,401.4774,4,Food,3,1
FDX50,20.1,0,0.074265816,4,109.5228,OUT027,1985,1,2,3,3757.7752,28,Food,5,1
FDR44,6.11,1,0.102422487,6,131.4968,OUT027,1985,1,2,3,1565.9616,28,Food,5,1
FDD17,7.5,0,0.032811503,5,239.6906,OUT017,2007,2,1,1,2614.5966,6,Food,2,1
FDI60,7.22,1,0.038477325,0,62.951,OUT018,2009,1,2,2,1138.518,4,Food,3,1
FDH31,12,1,0.020411155,10,98.6042,OUT046,1997,2,0,1,1091.2462,16,Food,8,1
FDL50,12.15,1,0.042552418,3,123.5046,OUT017,2007,2,1,1,1743.0644,6,Food,2,1
FDO21,11.6,1,0.009818244,13,223.1404,OUT017,2007,2,1,1,5175.9292,6,Food,2,1
FDW12,8.315,1,0.035572183,0,144.4444,OUT046,1997,2,0,1,2902.888,16,Food,8,1
FDT15,12.15,1,0.04274788,10,183.695,OUT049,1999,1,0,1,2929.52,14,Food,9,1
FDV25,5.905,0,0.04572322,3,222.1456,OUT049,1999,1,0,1,5747.1856,14,Food,9,1
DRH13,8.575,0,0.023934398,14,105.828,OUT045,2002,2,1,1,958.752,11,Drinks,7,0
FDG21,17.35,1,0.146527359,12,147.905,OUT049,1999,1,0,1,2247.075,14,Food,9,1
NCI55,18.6,0,0.012651172,9,123.1414,OUT035,2004,2,1,1,2314.9866,9,Non-Consumable,6,2
NCO06,19.25,0,0.107507291,9,34.8558,OUT027,1985,1,2,3,441.4254,28,Non-Consumable,5,2
FDR27,15.1,1,0.096295326,10,133.4942,OUT045,2002,2,1,1,1457.4362,11,Food,7,1
FDA22,7.435,0,0.084444379,15,167.5158,OUT027,1985,1,2,3,4345.0108,28,Food,5,1
FDS03,7.825,0,0.079613553,10,65.0826,OUT035,2004,2,1,1,1162.4868,9,Food,6,1
FDZ12,9.17,0,0.103398309,0,143.947,OUT018,2009,1,2,2,2576.646,4,Food,3,1
FDJ20,20.7,1,0.16767231,6,124.2388,OUT010,1998,2,2,0,247.6776,15,Food,0,1
FDV09,12.1,0,0.020551458,13,146.6734,OUT013,1987,0,2,1,2227.101,26,Food,1,1
FDW09,13.65,1,0.025961116,13,80.4302,OUT049,1999,1,0,1,316.9208,14,Food,9,1
FDS36,8.38,1,0.046960237,0,111.857,OUT049,1999,1,0,1,2966.139,14,Food,9,1
FDY19,19.75,0,0.041533438,6,119.8466,OUT018,2009,1,2,2,2239.0854,4,Food,3,1
DRC49,8.67,0,0.065436581,14,142.9128,OUT046,1997,2,0,1,2013.3792,16,Drinks,8,0
FDN12,15.6,0,0.08126841,0,110.2544,OUT045,2002,2,1,1,1789.6704,11,Food,7,1
FDJ03,12.35,1,0.072689818,4,48.7692,OUT018,2009,1,2,2,788.3072,4,Food,3,1
FDC46,17.7,0,0.116723677,13,182.4266,OUT049,1999,1,0,1,5163.9448,14,Food,9,1
FDM02,12.5,1,0.074035423,3,87.9198,OUT018,2009,1,2,2,1133.8574,4,Food,3,1
FDV20,20.2,1,0.059751638,6,129.1678,OUT013,1987,0,2,1,1017.3424,26,Food,1,1
NCH07,13.15,0,0.092854963,9,158.7604,OUT045,2002,2,1,1,3010.7476,11,Non-Consumable,7,2
FDL28,10,1,0.063142295,5,230.0668,OUT019,1985,2,0,0,691.1004,28,Food,4,1
FDJ46,11.1,0,0.044606379,13,174.2054,OUT027,1985,1,2,3,4377.635,28,Food,5,1
FDQ34,10.85,0,0.162107603,13,106.3622,OUT013,1987,0,2,1,2117.244,26,Food,1,1
NCD42,16.5,0,0.012659407,8,37.3506,OUT027,1985,1,2,3,1024.6662,28,Non-Consumable,5,2
FDO34,17.7,0,0.030060895,13,166.4816,OUT018,2009,1,2,2,2013.3792,4,Food,3,1
FDX60,14.35,0,0.081050006,0,79.196,OUT017,2007,2,1,1,1278.336,6,Food,2,1
FDZ28,20,1,0.051783761,5,125.8678,OUT017,2007,2,1,1,3433.5306,6,Food,2,1
FDT36,12.3,0,0.126297863,0,37.2874,OUT013,1987,0,2,1,705.748,26,Food,1,1
FDL24,10.3,1,0.024998007,0,174.4422,OUT018,2009,1,2,2,3448.844,4,Food,3,1
FDJ58,15.6,1,0.105208448,13,170.5764,OUT013,1987,0,2,1,4466.1864,26,Food,1,1
FDY12,9.8,1,0.14118383,0,50.5008,OUT018,2009,1,2,2,253.004,4,Food,3,1
FDP58,11.1,0,0.135692831,13,220.0482,OUT018,2009,1,2,2,2628.5784,4,Food,3,1
FDC41,15.6,0,0.116347087,5,76.867,OUT027,1985,1,2,3,2526.711,28,Food,5,1
FDY07,11.8,0,0.12150063,6,46.8402,OUT013,1987,0,2,1,413.4618,26,Food,1,1
FDN08,7.72,1,0.088864488,6,119.3466,OUT017,2007,2,1,1,3064.0116,6,Food,2,1
FDJ53,10.5,0,0.070912843,5,121.5098,OUT027,1985,1,2,3,2410.196,28,Food,5,1
FDX04,19.6,1,0.041571557,5,49.9376,OUT046,1997,2,0,1,623.1888,16,Food,8,1
FDZ19,6.425,0,0.093454899,6,175.3712,OUT046,1997,2,0,1,2988.1104,16,Food,8,1
FDB45,20.85,0,0.021329793,6,105.5306,OUT046,1997,2,0,1,940.7754,16,Food,8,1
NCF54,18,0,0.079299474,9,170.5422,OUT010,1998,2,2,0,344.8844,15,Non-Consumable,0,2
FDX21,7.05,0,0.085138334,13,108.6912,OUT045,2002,2,1,1,1310.2944,11,Food,7,1
FDA50,16.25,0,0.087175137,4,98.341,OUT046,1997,2,0,1,1351.574,16,Food,8,1
DRH39,20.7,0,0.093214498,4,74.667,OUT017,2007,2,1,1,2143.876,6,Drinks,2,0
FDA38,5.44,0,0.025458716,4,241.2538,OUT013,1987,0,2,1,3124.5994,26,Food,1,1
NCP30,20.5,0,0.032741422,9,40.4822,OUT013,1987,0,2,1,589.233,26,Non-Consumable,1,2
FDW19,12.35,1,0.038560279,6,109.857,OUT049,1999,1,0,1,1208.427,14,Food,9,1
FDF41,12.15,0,0.130544568,5,248.046,OUT027,1985,1,2,3,7883.072,28,Food,5,1
DRF23,4.61,0,0.122629121,7,175.4396,OUT035,2004,2,1,1,2616.594,9,Drinks,6,0
NCP14,8.275,0,0.110913601,9,106.3306,OUT017,2007,2,1,1,1254.3672,6,Non-Consumable,2,2
FDK44,16.6,0,0.121635591,6,175.4738,OUT027,1985,1,2,3,2954.1546,28,Food,5,1
DRA59,8.27,1,0.128449055,14,186.5924,OUT018,2009,1,2,2,4442.2176,4,Drinks,3,0
FDC28,7.905,0,0.055098434,5,109.2254,OUT045,2002,2,1,1,976.7286,11,Food,7,1
NCO53,16.2,0,0.175469888,8,182.1608,OUT049,1999,1,0,1,3123.9336,14,Non-Consumable,9,2
FDY55,16.75,0,0.081428119,6,258.3988,OUT019,1985,2,0,0,256.9988,28,Food,4,1
NCS54,13.6,0,0.010013429,9,176.437,OUT045,2002,2,1,1,4587.362,11,Non-Consumable,7,2
NCM07,9.395,0,0.040187877,11,85.6908,OUT017,2007,2,1,1,1593.9252,6,Non-Consumable,2,2
FDQ19,7.35,1,0.024044279,6,241.0512,OUT010,1998,2,2,0,242.3512,15,Food,0,1
FDS40,15.35,0,0.014007727,5,38.319,OUT013,1987,0,2,1,292.952,26,Food,1,1
FDC14,14.5,1,0.041214746,3,42.0454,OUT013,1987,0,2,1,629.181,26,Food,1,1
FDR12,12.6,1,0.031663212,0,173.2764,OUT018,2009,1,2,2,1030.6584,4,Food,3,1
FDM60,10.8,1,0.048233614,0,39.3138,OUT013,1987,0,2,1,1015.345,26,Food,1,1
FDG26,18.85,0,0.042716162,3,257.833,OUT049,1999,1,0,1,3332.329,14,Food,9,1
NCL55,12.15,0,0.06479182,11,254.004,OUT045,2002,2,1,1,2277.036,11,Non-Consumable,7,2
FDO21,11.6,1,0.009761175,13,226.9404,OUT035,2004,2,1,1,1800.3232,9,Food,6,1
NCG18,15.3,0,0.02295878,9,101.6332,OUT013,1987,0,2,1,1845.5976,26,Non-Consumable,1,2
FDA27,20.35,1,0.030927632,4,256.8672,OUT046,1997,2,0,1,3579.3408,16,Food,8,1
DRG03,14.5,0,0.103752817,4,155.1998,OUT010,1998,2,2,0,307.5996,15,Drinks,0,0
FDC22,6.89,1,0.136428395,13,193.982,OUT046,1997,2,0,1,1737.738,16,Food,8,1
FDC21,14.6,1,0.071904258,6,106.8254,OUT010,1998,2,2,0,108.5254,15,Food,0,1
FDN50,16.85,1,0.026627857,3,93.712,OUT018,2009,1,2,2,745.696,4,Food,3,1
DRF27,8.93,0,0.028393624,4,153.434,OUT013,1987,0,2,1,1378.206,26,Drinks,1,0
FDW57,8.31,1,0.116331694,13,176.9028,OUT017,2007,2,1,1,3010.7476,6,Food,2,1
FDM34,19,0,0.112893408,13,131.0626,OUT010,1998,2,2,0,524.6504,15,Food,0,1
FDZ39,19.7,1,0.017937483,10,103.499,OUT027,1985,1,2,3,1547.985,28,Food,5,1
FDU28,19.2,1,0.164438907,5,188.4214,OUT019,1985,2,0,0,376.8428,28,Food,4,1
FDQ27,5.19,1,0.044252621,10,102.599,OUT046,1997,2,0,1,1651.184,16,Food,8,1
FDQ52,17,0,0.120060274,5,246.5434,OUT017,2007,2,1,1,4470.1812,6,Food,2,1
FDT51,11.65,1,0.010909704,10,110.8544,OUT013,1987,0,2,1,1677.816,26,Food,1,1
NCI30,20.25,0,0.059055045,9,247.346,OUT045,2002,2,1,1,1970.768,11,Non-Consumable,7,2
NCX29,10,0,0.149223055,8,145.8102,OUT010,1998,2,2,0,874.8612,15,Non-Consumable,0,2
FDX38,10.5,1,0.084404264,4,49.5376,OUT019,1985,2,0,0,143.8128,28,Food,4,1
FDO08,11.1,1,0.054079556,6,165.9526,OUT017,2007,2,1,1,2631.2416,6,Food,2,1
FDM15,11.8,1,0.057655493,10,152.6366,OUT018,2009,1,2,2,1662.5026,4,Food,3,1
FDW22,9.695,1,0.030413777,13,221.3114,OUT018,2009,1,2,2,2217.114,4,Food,3,1
FDT08,13.65,0,0.049496899,6,151.505,OUT017,2007,2,1,1,2846.295,6,Food,2,1
FDS32,17.75,1,0.029653914,6,140.5838,OUT046,1997,2,0,1,2669.1922,16,Food,8,1
NCI06,11.3,0,0.047912071,9,179.866,OUT018,2009,1,2,2,1258.362,4,Non-Consumable,3,2
FDR21,19.7,0,0.066611321,13,178.237,OUT027,1985,1,2,3,3705.177,28,Food,5,1
FDD05,19.35,0,0.016611475,5,122.0098,OUT046,1997,2,0,1,2651.2156,16,Food,8,1
FDZ02,6.905,1,0.03822479,4,99.8726,OUT045,2002,2,1,1,587.2356,11,Food,7,1
FDH47,13.5,1,0.129016487,15,98.4068,OUT049,1999,1,0,1,1846.9292,14,Food,9,1
FDM58,16.85,1,0.080141165,13,111.4544,OUT017,2007,2,1,1,2013.3792,6,Food,2,1
FDG09,20.6,1,0.0480335,6,188.2556,OUT045,2002,2,1,1,3755.112,11,Food,7,1
FDO27,6.175,1,0.179355893,10,94.1752,OUT049,1999,1,0,1,575.2512,14,Food,9,1
FDI41,18.5,1,0.062510529,5,146.8418,OUT018,2009,1,2,2,2059.9852,4,Food,3,1
FDK34,13.35,0,0.038519399,13,236.8564,OUT035,2004,2,1,1,5005.4844,9,Food,6,1
NCX54,9.195,0,0.047827139,9,105.3622,OUT027,1985,1,2,3,3387.5904,28,Non-Consumable,5,2
FDL14,8.115,1,0.032208865,3,154.9972,OUT049,1999,1,0,1,3739.1328,14,Food,9,1
FDA13,15.85,0,0.078874948,3,37.4506,OUT018,2009,1,2,2,303.6048,4,Food,3,1
FDS11,7.05,1,0.097275777,1,223.9088,OUT019,1985,2,0,0,223.7088,28,Food,4,1
FDT43,16.35,0,0.020664178,6,50.8324,OUT017,2007,2,1,1,1298.31,6,Food,2,1
FDR07,21.35,0,0.078060605,6,96.0094,OUT018,2009,1,2,2,380.8376,4,Food,3,1
FDF41,12.15,0,0.131714183,5,245.846,OUT018,2009,1,2,2,4434.228,4,Food,3,1
DRM23,16.6,0,0.135944247,7,172.0422,OUT049,1999,1,0,1,2586.633,14,Drinks,9,0
FDO52,11.6,1,0.077478931,5,170.3106,OUT018,2009,1,2,2,4277.765,4,Food,3,1
FDD10,20.6,1,0.046114018,13,178.2344,OUT045,2002,2,1,1,1070.6064,11,Food,7,1
FDN38,6.615,1,0.161030847,3,251.2408,OUT019,1985,2,0,0,1001.3632,28,Food,4,1
FDE17,20.1,1,0.054455495,5,149.5366,OUT046,1997,2,0,1,2871.5954,16,Food,8,1
FDZ03,13.65,1,0.092128759,4,186.024,OUT018,2009,1,2,2,4287.752,4,Food,3,1
FDD03,13.3,0,0.080257683,4,232.63,OUT017,2007,2,1,1,1864.24,6,Food,2,1
NCW18,15.1,0,0.059037538,9,237.7248,OUT027,1985,1,2,3,2607.2728,28,Non-Consumable,5,2
DRG36,14.15,0,0.094916347,14,172.3106,OUT027,1985,1,2,3,4277.765,28,Drinks,5,0
FDT43,16.35,0,0.034393057,6,50.8324,OUT010,1998,2,2,0,155.7972,15,Food,0,1
NCU17,5.32,0,0.093261677,8,100.9674,OUT018,2009,1,2,2,1222.4088,4,Non-Consumable,3,2
FDH50,15,1,0.16143544,3,185.1266,OUT046,1997,2,0,1,2766.399,16,Food,8,1
FDU57,8.27,1,0.089479661,13,148.6708,OUT013,1987,0,2,1,2106.5912,26,Food,1,1
FDA56,9.21,0,0.008722342,6,123.5414,OUT027,1985,1,2,3,4508.1318,28,Food,5,1
FDZ15,13.1,0,0.020988798,4,117.7782,OUT017,2007,2,1,1,1191.782,6,Food,2,1
FDY51,12.5,0,0.081260969,10,221.7798,OUT049,1999,1,0,1,3085.3172,14,Food,9,1
DRF03,19.1,0,0.045308131,4,42.5138,OUT046,1997,2,0,1,649.8208,16,Drinks,8,0
NCV06,11.3,0,0.06705851,9,194.0478,OUT017,2007,2,1,1,3293.7126,6,Non-Consumable,2,2
FDA21,13.65,0,0.035930784,13,184.4924,OUT013,1987,0,2,1,9069.5276,26,Food,1,1
NCQ53,17.6,0,0.018813776,8,235.259,OUT027,1985,1,2,3,5672.616,28,Non-Consumable,5,2
NCO29,11.15,0,0.032099989,8,164.1526,OUT027,1985,1,2,3,2960.1468,28,Non-Consumable,5,2
FDT26,18.85,1,0.06823032,4,121.044,OUT018,2009,1,2,2,1557.972,4,Food,3,1
FDI21,5.59,1,0.056592115,13,65.0168,OUT035,2004,2,1,1,447.4176,9,Food,6,1
NCI55,18.6,0,0.012643035,9,119.8414,OUT013,1987,0,2,1,365.5242,26,Non-Consumable,1,2
FDZ04,9.31,0,0.063529046,5,63.751,OUT010,1998,2,2,0,126.502,15,Food,0,1
FDL27,6.17,0,0.010630949,10,65.9826,OUT046,1997,2,0,1,1162.4868,16,Food,8,1
FDS45,5.175,1,0.029490377,13,107.6622,OUT035,2004,2,1,1,2858.2794,9,Food,6,1
NCG43,20.2,0,0.129983688,9,93.0462,OUT019,1985,2,0,0,185.0924,28,Non-Consumable,4,2
FDU28,19.2,1,0.094300933,5,187.5214,OUT018,2009,1,2,2,1695.7926,4,Food,3,1
FDO20,12.85,1,0.152001201,6,252.3382,OUT013,1987,0,2,1,6056.1168,26,Food,1,1
NCG55,16.25,0,0.039113587,9,116.0176,OUT013,1987,0,2,1,1488.7288,26,Non-Consumable,1,2
NCM42,6.13,0,0.02848169,9,110.4912,OUT017,2007,2,1,1,1310.2944,6,Non-Consumable,2,2
NCG07,12.3,0,0.05271592,9,189.653,OUT018,2009,1,2,2,569.259,4,Non-Consumable,3,2
NCQ29,12,0,0.182493512,8,258.8278,OUT019,1985,2,0,0,1041.3112,28,Non-Consumable,4,2
NCV05,10.1,0,0.050562853,8,153.3656,OUT010,1998,2,2,0,463.3968,15,Non-Consumable,0,2
